,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265
22,2022-01-23,1,0,1,157,1,0,46,1,0,7,0,23,251,4,1,0,10,2,1,1,1,3,0,231,20,4,0,5,0,0,0,0,12,0,3,4,8,2,1,7,196,58,1196,0,59,0,3,2529,6,460,5,8,0,0,0,2,0,0,0,1,7,1,2,0,38,10,2,1936,2,315,3,5,0,183,554,5,0,3,3254,12,0,13,3,0,2,0,241,107,8,1577,5,0,11,1,3,0,14,0,0,996,0,0,0,0,1,2,1817,3,0,0,0,9,982,1348,0,67,2,0,2,0,0,0,1,0,376,0,1,0,19,4,0,3538,3,2,0,2,1007,2180,0,1155,2202,2295,817,742,13,38,3,1366,0,0,775,41,2,0,2,0,2,708,5,0,1654,1558,1626,1289,0,321,1,9,1,1878,2,0,1,2,0,0,2,0,9,0,14,1,1,0,2,2595,0,3,2,0,1,1,16,0,1,5,4,3,0,0,0,2,3,0,3,0,1,0,84,1,653,2,0,0,2,3,3,1,4,1,0,1,10,112,5,51,1,4,1547,1997,876,96,704,1814,4,2559,2546,1570,2246,0,4,1,11,37,0,787,2,1,2526,0,0,0,0,3,22,24,0,3,0,18,259,876,1934,777,8
23,2022-01-24,0,0,1,20,1,0,37,0,0,18,2,23,286,1,0,1,9,2,1,1,3,2,2,258,24,2,0,8,2,0,0,0,26,0,6,0,4,2,3,11,234,78,1257,2,76,0,2,1989,10,467,1,14,1,0,2,3,0,0,0,1,8,3,1,0,40,5,0,1657,5,266,6,4,1,200,683,6,0,4,1167,5,3,4,2,0,1,3,269,151,3,1170,8,4,1,3,8,0,16,1,0,1252,5,1,0,0,0,1,1686,4,0,0,1,6,956,617,0,62,0,0,6,0,0,0,3,1,273,2,4,0,14,3,2,3055,1,4,1,5,1088,1834,1,2307,2332,2241,1107,404,18,46,3,252,0,0,770,74,1,1,2,1,2,366,6,0,3156,2610,2120,1619,0,466,2,5,1,2477,0,0,1,3,0,0,2,2,14,0,15,6,2,0,4,2680,0,7,3,2,4,0,11,1,0,2,5,2,0,1,0,3,2,0,4,0,1,0,82,3,346,3,5,0,5,5,2,4,8,4,0,4,22,106,8,59,1,2,1667,1804,840,48,906,1910,3,4265,4283,1904,2185,0,3,13,7,60,0,754,7,1,1186,0,0,0,1,5,2,4,1,3,1,17,215,1289,1710,624,9
24,2022-01-25,0,0,2,35,1,0,57,0,0,9,1,16,351,7,1,2,3,5,2,1,1,3,0,304,32,2,0,5,2,0,0,1,37,0,4,1,3,4,3,11,233,86,1503,1,78,0,3,2287,5,564,8,17,1,0,2,0,0,0,0,1,5,0,2,0,25,16,0,1842,6,234,0,6,0,213,770,7,5,3,1376,1,1,8,7,0,0,2,302,166,6,1361,4,3,3,1,7,0,33,0,0,1326,0,1,0,0,0,3,1931,2,1,0,0,1,1108,756,0,54,8,0,6,0,2,1,3,2,334,2,4,0,12,5,0,2358,4,2,1,2,1158,1385,1,2429,2697,2804,1237,500,20,46,5,378,1,0,825,68,0,0,3,0,2,422,5,2,3903,3120,2410,1674,2,489,0,6,2,2844,1,0,1,0,1,0,4,0,13,0,33,4,3,0,2,2537,0,7,3,0,2,0,13,1,0,6,6,1,0,2,0,0,3,0,2,0,0,0,95,4,423,2,6,0,4,4,3,5,8,1,0,6,16,125,10,61,0,6,1958,2371,991,40,1036,2271,5,4695,5137,2092,2402,0,5,5,14,59,0,882,5,2,1495,0,0,0,0,8,6,6,1,2,3,15,268,1403,1918,619,6
25,2022-01-26,0,0,0,38,0,0,43,0,0,9,0,12,392,3,1,1,6,3,3,0,1,3,3,285,25,0,0,3,2,0,0,1,32,0,5,2,2,1,8,11,249,73,1463,0,79,0,2,2606,8,586,4,18,1,1,4,2,0,0,0,2,4,2,2,1,40,4,0,2046,2,198,4,5,1,231,786,6,1,2,1728,5,2,6,3,0,1,7,349,185,7,1601,8,1,3,1,11,1,14,0,0,1571,3,1,0,0,0,2,2236,1,0,0,0,4,1221,867,0,89,3,0,5,0,0,0,1,2,373,2,8,0,16,4,2,2275,1,3,0,3,1277,1457,3,2795,2885,3019,1342,529,18,45,0,438,0,0,908,68,0,0,3,0,6,531,1,1,4210,3393,2744,1825,1,473,4,5,3,3081,3,0,1,5,0,0,7,0,17,1,28,2,2,0,1,2736,0,9,6,0,5,1,24,1,0,1,5,1,0,6,1,1,5,0,3,0,1,0,84,6,519,0,4,0,5,1,0,4,3,2,0,1,14,125,3,86,7,4,2170,2839,1119,58,1192,2582,3,5103,5699,2333,2691,0,8,4,8,66,0,1098,6,4,1764,3,0,1,0,4,4,12,1,1,1,16,258,1561,2206,835,4
26,2022-01-27,0,0,1,59,2,0,39,0,0,10,0,19,400,4,0,0,6,0,0,1,1,1,2,311,22,1,0,5,1,0,0,0,42,0,6,2,5,2,2,8,242,89,1565,1,82,1,1,2597,7,595,5,13,3,2,2,0,0,0,0,1,10,8,2,0,34,6,4,2211,6,298,0,8,0,224,801,9,3,3,1963,7,1,9,1,0,5,7,386,189,6,1633,3,4,1,1,8,0,22,3,0,1601,1,0,0,0,0,0,2269,1,0,0,0,5,1206,1021,0,74,4,0,7,1,1,1,2,0,442,1,5,1,8,5,4,2439,3,9,2,6,1373,1839,0,2515,2917,3276,1322,624,16,50,0,510,1,2,930,77,0,0,6,0,2,529,8,1,3420,3603,2485,1940,6,551,2,9,3,3200,1,0,1,1,0,1,2,1,20,0,13,3,0,0,3,3063,0,11,4,2,1,0,21,3,1,6,3,3,0,0,1,1,3,0,8,0,3,4,131,3,585,3,8,0,7,7,4,4,3,3,0,2,20,121,5,67,2,2,2229,2788,1148,65,1246,2662,3,5213,5387,2332,2914,0,5,5,11,78,0,1287,11,2,1966,2,0,3,0,3,9,7,0,0,1,21,310,1591,2308,913,10
27,2022-01-28,0,0,1,71,2,1,52,0,2,16,1,9,336,6,0,0,10,2,1,0,2,2,2,348,32,2,0,4,1,0,0,1,24,2,7,1,1,1,4,7,318,112,1439,1,100,0,2,2674,5,717,10,25,2,0,3,0,0,0,0,2,7,2,2,0,32,5,0,2145,6,232,1,3,0,309,891,9,1,3,2563,6,1,7,4,0,1,1,352,181,10,1725,3,0,9,1,17,0,27,0,0,1267,1,5,0,0,0,4,2463,3,1,0,0,5,1164,1183,0,83,4,1,7,1,0,2,0,1,393,1,3,0,15,8,1,2530,0,7,2,2,1474,1823,1,2388,2879,3100,1362,677,19,46,2,752,0,2,993,85,0,0,1,0,2,644,4,1,2588,2551,1957,1620,3,528,2,8,4,2742,0,0,0,1,0,0,3,0,17,0,17,4,1,0,1,3047,0,3,3,1,2,0,21,1,2,9,5,2,0,1,2,2,4,0,4,0,3,2,110,4,602,2,4,0,6,2,1,5,5,5,0,3,21,134,5,71,1,5,2056,2109,1080,75,1152,2423,3,4689,4581,2216,3001,0,4,4,8,71,0,1070,5,1,2083,1,0,0,0,3,7,16,0,0,2,13,285,1532,2453,712,7
28,2022-01-29,0,0,0,81,0,0,32,0,0,0,1,4,59,1,0,0,4,1,1,0,1,0,0,74,6,0,0,0,0,0,0,0,2,0,0,0,1,0,2,2,76,44,438,0,47,0,0,1357,3,342,0,1,0,0,1,1,0,0,0,0,2,0,0,0,15,3,0,783,0,12,0,0,0,87,231,0,0,0,1808,4,0,8,0,0,2,0,115,30,0,673,2,0,2,0,1,0,7,1,0,381,0,0,0,0,0,0,1201,1,0,0,0,9,382,538,0,21,0,0,1,0,0,0,0,0,186,0,1,0,10,1,0,426,0,0,0,0,696,51,0,497,1105,1081,316,318,16,26,0,642,0,0,194,19,0,0,0,0,1,265,1,0,538,587,576,540,1,122,0,2,2,876,0,0,0,0,0,0,1,0,9,1,7,0,0,0,0,668,0,0,3,0,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,0,217,0,0,0,1,0,1,1,0,0,0,0,5,69,1,21,0,0,794,880,431,66,400,787,0,830,799,516,765,0,0,0,2,24,0,422,2,0,1148,0,0,0,0,0,15,17,0,1,0,5,60,278,1107,204,8
29,2022-01-30,1,1,0,74,2,0,59,1,0,12,0,6,186,2,0,1,3,2,0,0,1,0,0,217,16,0,0,3,0,0,0,1,14,0,2,3,6,2,2,7,222,52,1235,0,62,0,1,2289,5,514,1,5,1,0,2,0,0,0,0,0,7,2,1,0,26,8,0,1766,0,258,1,2,1,222,491,3,2,1,2092,8,2,9,1,0,1,1,237,87,2,1287,1,4,5,0,13,0,17,0,0,830,0,0,0,0,0,1,1733,0,0,0,0,7,764,842,0,66,0,0,2,0,0,0,0,3,293,0,3,0,25,8,0,3713,2,2,1,0,968,2448,0,1193,2196,2366,767,564,23,53,0,708,0,0,686,58,0,0,0,0,2,404,1,1,1461,1536,1309,1148,0,364,2,4,1,1683,0,0,4,0,0,0,4,0,15,0,14,1,0,0,0,2558,0,5,2,1,0,0,17,3,0,3,0,0,0,1,0,1,1,0,1,0,0,0,97,3,481,2,0,0,4,2,0,2,8,1,0,1,20,96,6,52,0,0,1484,1680,609,75,736,1468,2,2652,2444,1559,2169,0,1,0,8,29,0,749,3,1,1497,1,0,1,0,0,19,23,1,0,0,13,201,916,1884,639,6
30,2022-01-31,0,0,0,43,0,0,52,3,0,20,3,8,321,3,0,0,3,2,0,1,1,3,1,316,28,3,0,2,0,0,1,2,36,1,6,0,4,3,5,14,286,78,1277,1,64,1,2,2095,4,516,5,17,0,0,5,3,0,0,0,1,9,3,2,1,37,8,0,1820,5,329,3,7,1,235,771,3,2,1,1245,4,3,9,3,0,1,3,283,131,5,1235,10,2,7,0,15,1,13,1,0,1227,2,2,0,0,0,1,1683,2,1,0,0,8,952,631,0,89,4,0,10,0,3,0,3,1,265,1,5,0,16,5,3,4072,1,3,1,4,1183,2736,3,2424,2474,2490,1186,434,22,44,1,365,0,0,803,85,0,1,0,0,6,369,9,1,3214,2903,2128,1544,6,512,2,5,6,2493,0,0,1,6,0,0,2,1,13,1,18,5,0,0,4,2883,0,3,6,0,2,0,5,0,0,7,5,5,0,0,0,0,1,0,9,0,0,1,71,4,312,2,9,0,9,11,3,5,6,3,0,4,14,107,7,70,0,4,1752,1890,858,45,1039,1901,6,4591,4583,1985,2299,0,3,8,13,65,0,858,5,2,1228,2,0,0,0,3,5,13,1,1,2,15,223,1317,1896,743,7
31,2022-02-01,0,0,0,45,1,0,38,1,1,17,1,13,424,3,1,2,6,2,1,0,3,0,3,344,28,1,0,5,2,0,0,2,36,1,6,0,0,3,4,16,294,95,1441,2,108,0,1,2410,7,580,10,8,1,0,3,2,1,0,0,0,10,2,2,1,32,6,1,2067,7,294,1,4,0,263,830,5,4,5,1469,3,1,3,2,0,0,2,345,169,1,1420,2,2,7,2,13,0,25,0,0,1416,2,0,0,0,0,1,2060,4,0,0,0,6,1142,732,0,71,1,0,6,1,3,0,1,2,372,2,7,0,5,6,2,3144,1,5,0,3,1259,2004,2,2332,2547,2910,1160,513,23,32,1,382,2,0,937,79,1,1,4,0,1,444,7,0,3292,3456,2557,1762,4,563,1,5,1,2760,1,0,0,2,0,0,3,0,8,0,12,4,0,0,3,2978,0,5,4,3,1,0,26,0,2,1,6,3,0,3,0,1,0,0,6,0,1,0,87,7,429,2,5,0,7,4,1,2,7,3,0,4,11,112,9,66,1,2,1987,2319,1041,34,1124,2334,6,4895,5222,2215,2534,0,3,3,9,68,0,980,7,2,1484,2,0,0,0,5,2,10,0,0,2,9,246,1435,2128,693,2
32,2022-02-02,0,0,0,60,1,0,50,1,3,11,1,17,439,6,1,3,13,4,1,1,0,0,3,320,35,2,0,3,2,0,0,0,30,2,6,2,4,4,6,15,314,101,1390,2,93,0,0,2474,8,640,8,26,1,0,3,2,1,0,0,1,7,1,1,0,52,11,1,2126,8,233,2,1,0,314,811,6,0,5,1807,3,1,8,2,0,1,6,394,203,3,1457,3,1,5,1,16,0,26,0,0,1374,1,4,0,0,0,1,2257,5,0,0,0,4,1225,849,0,97,2,0,9,0,0,0,1,1,386,1,8,0,21,2,1,2477,2,6,5,9,1334,1462,1,2442,2562,3024,1385,553,17,44,1,455,1,0,978,95,0,0,5,0,2,479,8,1,3002,3198,2253,1665,3,614,4,7,3,2763,2,0,0,1,0,0,2,0,17,0,15,4,2,0,2,2546,0,9,6,1,1,0,16,0,0,5,7,0,0,2,1,1,2,0,1,0,1,1,126,3,506,0,7,0,5,4,4,2,6,2,0,1,13,111,4,66,1,6,2000,2252,1197,58,1115,2554,3,4803,5034,2376,2693,0,6,5,16,76,0,1020,4,0,1697,2,0,0,0,2,9,17,0,2,2,17,301,1416,2025,617,4
33,2022-02-03,0,0,1,69,2,0,45,2,1,14,2,13,433,5,0,2,9,3,0,2,3,1,2,348,25,4,0,4,3,0,0,1,40,3,2,1,5,1,5,21,295,99,1498,1,111,0,3,2888,3,686,6,27,2,1,0,3,0,0,0,1,10,5,3,1,44,18,2,2454,10,269,5,4,0,321,895,8,3,3,2065,5,1,8,4,0,3,0,420,179,3,1690,3,1,2,0,10,0,26,0,1,1540,0,0,0,0,0,3,2477,2,0,0,1,8,1322,948,0,136,5,1,5,1,3,1,0,1,446,1,6,0,15,5,3,2451,3,7,2,5,1449,1804,2,2580,2875,3256,1490,597,24,43,0,620,0,0,1020,93,5,0,5,0,0,604,5,1,3997,3364,2761,2017,2,704,3,6,3,3307,1,1,1,1,0,0,1,1,18,1,13,3,1,0,2,3279,0,13,4,4,5,0,17,1,1,5,2,3,0,1,1,2,3,0,6,0,1,3,95,5,608,0,9,0,8,6,4,1,7,0,0,1,11,128,9,59,0,4,2073,2700,1255,62,1251,2653,6,5260,5455,2514,3024,0,3,8,11,105,0,1231,5,2,2021,2,0,0,0,0,13,14,5,1,3,16,275,1588,2308,867,5
34,2022-02-04,0,0,1,81,2,0,50,0,0,15,2,10,370,6,1,1,4,5,1,1,1,3,0,356,41,1,0,4,2,0,1,3,40,2,4,1,6,2,8,15,384,128,1537,0,126,0,1,3147,5,726,6,27,1,1,1,2,0,0,0,0,8,1,2,1,39,9,1,2585,6,267,6,4,0,314,898,7,2,3,2965,6,0,9,6,0,1,1,446,176,2,1993,5,1,7,1,11,0,26,0,0,1521,0,1,0,0,0,2,2737,1,0,0,0,10,1431,1375,0,97,1,2,4,0,1,1,3,0,473,3,5,0,5,5,1,2716,1,6,1,4,1718,1655,4,2662,3036,3262,1526,822,33,49,3,986,1,1,1036,90,0,0,2,0,6,743,5,0,3725,3309,2729,2105,0,625,3,10,1,3306,1,0,2,2,0,0,3,0,18,1,22,1,0,0,1,3635,0,3,6,3,1,1,11,1,1,3,9,0,0,3,1,0,0,0,2,0,3,0,111,3,722,1,5,0,6,3,2,1,3,2,0,1,17,169,8,81,1,4,2264,2627,1287,92,1306,2803,2,5177,5036,2466,3271,0,2,5,11,63,0,1232,5,1,2447,6,0,1,0,3,14,12,3,2,2,10,342,1619,2627,944,10
35,2022-02-05,0,0,0,233,2,0,50,0,0,7,1,38,418,3,0,1,2,1,0,1,1,1,1,480,37,0,0,0,1,0,0,3,40,3,3,4,9,1,2,5,422,123,1648,0,170,0,1,3854,10,835,4,15,3,3,3,2,1,0,0,0,12,1,1,0,60,19,0,2974,1,176,3,0,1,297,722,5,0,2,5121,24,1,13,3,0,3,6,499,198,4,2470,3,6,7,1,3,0,36,1,0,1457,1,1,0,0,0,5,3058,2,0,0,0,21,1692,2164,0,164,2,1,4,0,1,0,0,2,679,1,11,1,13,4,1,2774,2,1,0,5,1461,1506,0,1635,3228,3748,1369,1231,32,46,0,2054,0,0,1211,235,1,1,2,0,2,1144,8,1,2924,2372,2580,2232,0,814,3,11,2,2961,0,0,2,1,1,0,2,0,19,1,33,3,2,0,1,3062,0,3,10,3,1,0,15,1,2,1,4,2,0,1,0,3,2,0,2,0,0,1,161,4,1074,3,4,0,10,7,1,2,1,2,0,2,10,228,8,61,0,1,2377,2814,1526,217,1137,2992,3,4039,4140,2581,3761,0,2,2,15,118,0,1628,11,1,3717,0,0,2,0,3,51,41,2,1,0,21,449,1315,2844,919,11
36,2022-02-06,1,0,1,163,1,0,50,0,0,12,1,17,299,3,0,1,12,2,1,0,1,3,2,334,22,1,0,2,0,0,1,2,18,0,7,2,6,1,4,8,236,88,1286,2,89,0,1,3070,7,594,1,15,1,0,2,1,0,0,0,4,6,1,2,1,49,7,2,2333,0,272,1,2,1,248,541,9,2,2,3438,22,0,8,2,0,2,5,289,131,3,1798,5,2,6,1,3,0,24,0,0,1177,1,1,0,0,0,0,2055,1,0,0,0,20,1152,1408,0,113,3,1,2,0,1,0,0,0,412,1,3,0,24,6,0,3788,2,2,0,3,1062,2610,2,1244,2303,2591,975,940,37,44,1,1472,0,0,916,108,1,1,0,0,5,671,7,0,1959,1899,1869,1488,6,549,3,6,1,2049,0,0,1,1,0,0,2,0,17,0,31,0,0,0,0,2959,0,2,3,1,0,0,10,3,0,8,5,2,0,0,1,0,0,0,4,0,0,0,98,8,762,2,2,0,6,4,2,3,5,1,0,1,21,121,2,57,0,2,1735,2443,1026,169,832,2006,2,2896,2807,2077,2706,2,2,2,8,76,0,1435,8,1,2279,2,0,1,0,5,38,36,0,1,1,15,292,972,2117,650,5
37,2022-02-07,2,0,1,43,0,0,36,0,1,22,2,12,339,3,1,0,7,6,0,1,1,3,3,316,29,5,0,3,2,0,0,2,22,0,9,1,7,5,4,10,236,99,1342,1,71,0,5,2313,5,502,7,18,2,1,1,1,1,0,0,0,10,6,2,0,40,6,0,1954,7,317,3,7,1,236,794,10,1,2,1353,6,2,12,4,0,2,3,276,161,4,1277,4,4,6,1,9,0,19,0,0,1425,1,1,0,0,0,2,1839,2,0,0,0,6,1052,634,0,67,1,0,8,0,3,0,2,1,311,3,4,0,14,7,1,3649,0,2,1,5,1159,2436,3,2446,2280,2568,1203,424,19,39,2,379,1,0,926,75,0,0,2,0,5,429,2,2,3816,3210,2350,1531,4,539,2,11,5,2739,0,0,2,4,1,0,3,0,18,0,10,3,0,0,1,3024,0,9,3,0,1,0,15,4,1,1,3,0,0,1,0,2,0,0,5,0,4,1,80,4,369,0,11,0,9,4,2,3,8,2,0,6,7,96,9,60,0,7,1802,2247,921,140,1000,2054,5,4640,4804,2087,2401,0,2,10,7,80,0,1236,5,1,1300,0,0,1,1,4,3,6,1,2,0,16,258,1377,1875,704,3
38,2022-02-08,1,0,2,53,1,0,43,0,2,5,2,12,499,2,0,3,8,3,0,0,2,1,3,346,33,3,0,2,3,0,0,2,37,1,4,0,5,3,3,18,277,110,1614,0,86,0,0,2659,7,643,9,22,3,1,3,0,1,0,0,0,6,3,1,0,60,13,1,2313,7,314,1,4,1,272,860,5,5,2,1619,3,1,6,5,0,3,5,395,240,8,1578,6,3,11,0,12,0,37,1,0,1776,3,1,0,0,0,5,2242,2,0,0,0,6,1352,925,0,86,6,0,4,0,4,0,1,2,446,1,7,0,11,8,3,2646,1,7,0,4,1337,2011,3,2569,2715,3247,1331,558,34,46,1,459,2,1,934,95,3,0,3,0,2,532,3,0,4731,3843,3009,1969,3,614,7,8,3,3222,1,0,0,4,1,0,2,0,17,1,32,6,0,0,0,3202,0,7,5,1,2,0,24,2,4,5,6,1,0,1,2,2,4,0,2,0,2,3,105,1,540,3,3,0,4,7,3,4,8,2,0,5,9,123,6,72,1,5,2094,2877,1332,66,1214,2694,4,5278,5623,2419,2813,0,3,8,9,77,0,1510,8,3,1714,1,0,0,0,4,2,7,0,1,1,16,316,1515,2070,732,2
39,2022-02-09,0,0,1,42,2,0,53,3,0,14,0,14,414,7,0,2,3,2,1,2,2,1,4,313,30,4,0,4,3,0,0,2,43,4,4,0,0,2,9,13,280,113,1578,0,93,0,1,2937,6,628,10,25,1,0,4,1,0,0,0,0,13,7,2,1,48,12,0,2443,7,278,3,3,0,252,807,7,1,5,1878,5,2,8,0,0,2,3,402,212,9,1692,3,2,3,0,20,0,26,1,0,1763,1,1,0,0,0,3,2362,4,0,0,0,5,1402,1046,0,71,3,1,4,0,0,0,1,2,460,3,3,0,10,3,2,2359,0,5,4,3,1353,1801,2,2555,2783,3223,1380,594,11,41,0,526,2,0,977,96,0,0,5,0,1,611,4,3,4828,3971,3235,2204,2,605,2,5,2,3420,0,0,2,0,0,0,2,0,23,1,24,2,0,0,1,3330,0,8,8,1,0,1,17,2,0,8,4,0,0,1,0,2,0,0,4,0,2,3,112,3,564,1,4,0,6,4,2,4,5,3,1,2,11,107,4,65,0,6,2284,3077,1343,69,1236,2847,1,5221,5985,2439,2960,0,3,4,9,93,0,1507,7,2,1938,0,0,0,0,5,7,15,1,0,6,11,344,1479,2162,780,8
40,2022-02-10,0,0,1,53,2,0,56,0,1,21,0,13,584,7,1,0,5,2,0,2,0,2,1,360,31,5,0,3,2,0,0,2,41,1,9,0,1,5,8,13,300,118,1799,1,103,0,3,3069,9,640,9,33,1,1,1,2,0,0,0,0,7,3,0,1,53,14,0,2605,5,357,3,4,0,253,835,5,2,3,2254,16,2,6,1,0,4,5,455,270,10,1777,5,2,4,1,7,0,42,2,0,1890,2,2,0,0,0,4,2596,3,0,0,0,6,1436,1198,0,93,3,1,7,0,1,0,0,3,503,0,4,0,12,8,4,2844,1,3,2,2,1437,2234,2,2459,2970,3446,1405,721,33,59,1,715,2,0,998,79,4,0,6,0,2,633,7,0,5020,3901,3156,2282,2,654,4,5,0,3484,1,0,0,6,0,0,2,0,29,0,19,5,1,0,2,3311,0,7,4,1,1,0,15,2,4,7,4,4,0,0,0,1,3,0,4,0,3,1,151,6,696,3,6,0,6,2,5,3,2,5,0,2,15,120,4,80,1,5,2379,3406,1560,66,1399,2986,2,5539,5935,2448,3007,0,4,6,8,89,0,1492,5,3,2078,1,0,1,0,5,11,13,3,1,1,13,420,1598,2375,863,9
41,2022-02-11,2,0,2,100,2,0,58,0,1,28,1,23,550,3,0,0,6,2,1,2,2,3,2,370,44,1,0,1,2,0,0,2,46,1,4,0,1,2,7,19,381,119,1881,0,117,1,2,3345,9,785,8,24,1,1,3,3,0,0,0,0,7,2,1,0,58,18,0,2666,2,340,5,8,0,349,851,5,3,9,3219,8,1,8,2,0,1,2,578,260,9,1964,8,1,11,1,10,1,46,0,0,1753,2,1,0,0,0,4,2941,2,0,0,1,12,1524,1547,0,103,2,0,9,0,1,2,0,0,586,0,9,1,8,5,2,3094,3,6,1,2,1632,2513,2,2484,3193,3655,1499,1005,24,51,0,1042,1,0,1107,85,0,0,1,0,9,868,4,0,4106,3286,2992,2378,4,596,2,7,4,3436,2,0,0,1,0,0,5,0,12,0,20,2,1,1,4,3436,0,2,6,0,0,0,16,1,1,3,2,1,0,1,2,0,1,0,4,0,1,1,134,5,853,2,6,0,9,3,1,2,6,5,0,6,16,191,12,78,1,5,2365,3329,1558,102,1480,3052,2,5116,5328,2593,3492,0,2,12,7,86,0,1461,10,2,2644,3,0,0,0,5,18,15,1,2,3,15,369,1616,2711,746,10
42,2022-02-12,0,0,1,258,1,0,61,0,0,21,0,32,528,0,0,0,4,1,1,1,0,2,1,378,45,1,0,3,0,0,0,3,59,1,3,3,7,0,3,19,399,100,1956,1,178,1,3,3983,9,888,8,16,2,5,3,1,0,1,0,0,8,0,1,0,89,22,0,3167,2,305,1,4,1,275,632,7,1,1,5285,29,5,12,5,0,2,4,615,267,5,2340,4,3,2,4,2,0,46,0,0,1648,0,1,0,0,0,9,3109,1,0,0,0,22,1743,2161,0,86,4,0,3,0,3,1,0,0,787,0,6,0,22,5,0,3070,3,2,0,2,1473,1390,2,1585,3197,4295,1423,1226,30,61,0,2206,0,0,1025,92,0,0,2,0,1,1278,3,0,3044,2524,2686,2332,1,512,4,6,6,3111,0,0,1,1,2,0,2,0,14,0,44,2,0,0,2,2990,0,7,10,2,0,0,16,1,2,3,4,6,0,1,1,0,2,0,3,0,1,3,176,5,1122,2,4,0,4,4,0,2,3,6,0,3,12,215,9,56,0,3,2446,2996,1700,198,1276,3189,6,3907,4373,2514,3759,0,4,1,13,71,0,1754,7,3,3801,1,0,0,0,4,59,57,1,2,0,16,507,1381,2812,809,2
43,2022-02-13,2,0,0,195,1,1,60,0,0,15,0,24,274,2,0,0,6,3,0,0,2,1,2,310,28,2,0,2,1,0,0,1,22,0,4,5,11,0,2,6,331,89,1267,1,98,0,2,3168,4,705,0,15,0,1,1,1,0,0,0,2,8,2,2,0,53,15,0,2262,1,309,1,2,0,229,635,5,3,2,3831,12,2,10,2,0,3,0,364,140,3,1768,1,2,5,2,4,0,41,0,0,1259,0,1,0,0,0,2,2309,2,0,0,0,20,1027,1372,0,76,4,0,1,0,0,0,1,0,534,0,2,0,20,5,1,3726,1,3,0,0,1216,2464,1,1321,2625,2958,1095,896,35,40,0,1564,1,1,884,71,0,0,1,0,1,751,6,1,2059,1853,1898,1591,0,434,3,3,2,2344,0,0,2,2,1,0,6,0,14,0,24,1,2,0,2,2874,0,5,9,6,1,1,5,1,1,2,2,2,0,0,0,0,0,0,0,0,1,2,119,4,747,0,0,0,5,6,3,0,8,3,0,0,14,171,7,49,1,2,1953,2714,1085,167,1036,2010,2,3074,2825,2190,2878,0,2,0,8,66,0,1020,2,0,2392,0,0,0,0,6,48,37,2,1,0,13,314,1150,2298,817,7
44,2022-02-14,0,0,1,68,2,0,48,0,2,16,1,17,454,5,0,0,8,4,0,1,0,1,2,368,48,3,0,2,0,0,0,4,54,2,2,2,1,5,8,11,335,133,1790,1,109,0,3,2993,9,704,5,27,2,2,2,5,0,0,0,0,8,4,0,0,79,15,0,2289,7,258,0,4,1,323,880,6,1,4,2019,4,0,5,2,0,1,4,453,210,13,1617,3,1,5,1,9,0,39,0,0,1695,1,1,0,0,0,3,2423,2,0,0,0,2,1470,972,1,103,1,0,5,0,2,0,3,2,458,1,5,0,11,7,4,3952,3,6,2,4,1462,2504,1,2730,3196,3410,1510,661,25,45,0,554,1,2,981,112,1,0,5,0,5,538,5,1,4017,3486,2863,2056,5,684,4,9,1,3129,2,0,2,0,0,0,3,1,22,0,22,0,0,0,2,3501,0,8,6,0,4,1,15,5,3,2,6,0,0,2,1,1,1,0,5,0,3,1,118,7,553,0,7,0,8,4,4,3,8,1,0,1,15,139,4,92,3,4,2164,2783,1319,117,1337,2747,4,5676,5895,2630,2979,0,2,7,15,102,0,1181,8,0,1827,1,0,1,0,5,9,9,0,1,1,9,364,1587,2245,883,7
